date,income,essential_need,entertainment_need,unexpected_expense,debt_balance,investment_opportunity,inflation_rate,interest_rate
2015-01-01,12.991048062509048,9.166055709212435,1.8188234593167247,0.0,65.01709492809293,0.9125986045281923,0.027095771793851864,0.011990397826511436
2015-01-02,9.987534536757355,6.0743386810937245,1.8575933205873834,0.0,56.96632894285476,0.8921603097009806,0.01719704369378535,0.005103783903949031
2015-01-03,12.75950003688942,13.285484707336487,1.5949432071224359,0.0,47.056600036123726,0.6706743184790275,0.018886363053098813,0.009223045286730222
2015-01-04,6.983748162928672,10.835785255075853,2.7611280435193573,0.0,41.69140334238542,0.010711448920224131,0.025086257039785287,0.006007402115157676
2015-01-05,15.528463632111341,12.824914599225398,2.805293977709934,0.0,39.6928990927518,0.5277497246434264,0.02543553196983578,0.01080556166179272
2015-01-06,6.081912431507883,11.537589340805557,2.324250158029348,0.0,37.557573965579905,0.4398205921742284,0.029864744779779732,0.00984949514735783
2015-01-07,6.886144182566105,8.957281258696831,2.8585705713702314,11.967185288304156,28.821595519993533,0.10804381843329558,0.0242435016585257,0.00796139168659134
2015-01-08,9.196017654572112,7.77719385631574,4.390046725473345,0.0,27.37625326874244,0.45415729055473486,0.020290775760113216,0.008736784356755446
2015-01-09,19.264190037721676,6.748260576022675,2.667597799649711,0.0,18.142073305537437,0.11482162545242103,0.023842104546625883,0.013672180606788369
2015-01-10,13.180984026423335,5.05655727440916,4.589391569398089,18.211801952785034,18.063032395862216,0.9674376547725406,0.010709944714541746,0.009822182017977577
2015-01-11,14.134379614696902,9.810609014697993,3.2319937794872398,6.150867970897731,9.28947981110074,0.25566221342922935,0.027884948303152086,0.005690842135192438
2015-01-12,7.8627099934891564,8.964297726101861,4.349018453943679,14.218119200298121,8.596524571098255,0.12973439595533665,0.025117931099451794,0.014171411173750023
2015-01-13,8.329934497992474,6.871181818704356,1.7470752426449327,0.0,8.173134529318087,0.8454680001010347,0.021696211030206476,0.0069713265241145555
2015-01-14,17.90080480276353,5.727296976873718,2.6271099622409895,0.0,1.8451183968078304,0.8355076337550784,0.01893657836420509,0.009470803717850446
2015-01-15,11.411455321954517,9.493186883693996,4.098405615842817,0.0,0.0,0.5850253501227803,0.013017719647067043,0.011087340244082223
2015-01-16,6.32278618740175,9.137962626004782,2.49517490592387,0.0,0.0,0.5101704904369746,0.023671886418636136,0.012574137773452645
2015-01-17,9.29310640070889,13.367675632748627,2.6592679978567246,0.0,0.0,0.5053195753357596,0.015465579030673164,0.011175105140173981
2015-01-18,12.10782394555217,12.42594963210065,2.169228779870707,0.0,0.0,0.8684106995716769,0.029559221984993757,0.014785951881333945
2015-01-19,19.190450734655858,9.00074738114428,1.16659661768271,0.0,0.0,0.08948347862276751,0.017754645549465455,0.007246762430042887
2015-01-20,12.651708429085451,14.59079459739162,2.4915497821483905,0.0,0.0,0.6825083704226526,0.012588708159887592,0.014390123340479493
2015-01-21,14.41684816967055,10.172007310487368,4.2159839628382265,0.0,0.0,0.48714092537326537,0.013765357587808775,0.013153153834487688
2015-01-22,11.483586693392496,5.0748744687317116,4.110214806616732,14.23601232630839,0.0,0.24044908647301733,0.02414845091528453,0.010492466675877339
2015-01-23,13.50976460531441,8.224719278738167,4.097150432552372,0.0,0.0,0.6059239656769915,0.0174808418337272,0.013912789759068317
2015-01-24,19.76989720855122,11.88837257780903,2.0247398962533483,10.123079147997107,0.0,0.6748579118250774,0.023977036208106126,0.012881077958504066
2015-01-25,11.299808739918193,14.245667279820395,3.6452818501689817,18.135960232922823,0.0,0.5570658945635727,0.013988388850851578,0.010703081711084363
2015-01-26,5.490216665709341,6.9709817970675845,1.162018111204394,8.620441899193846,0.0,0.672891707764826,0.026663546316981535,0.010870622014507045
2015-01-27,16.65181788315556,13.927814996802848,3.5238147394625,0.0,0.0,0.8487685324493428,0.010725847711839986,0.014237725230080395
2015-01-28,17.76567615156442,8.104717338945406,3.702583561802265,0.0,0.0,0.7511746083249045,0.023292415585022805,0.0056645720091585035
2015-01-29,10.255484842806412,13.361106716986889,2.836200132749804,0.0,0.0,0.9076270734989289,0.01580603607444345,0.01110722169620695
2015-01-30,18.120495497984173,9.473011504605163,2.272760464727186,0.0,0.0,0.7356377508816117,0.017501392865047823,0.007636259296599005
2015-01-31,7.002459364063797,6.539102268120449,3.770623943597627,0.0,0.0,0.36348567587067115,0.015362474325882561,0.006520091788918749
2015-02-01,5.992360774272943,7.193753049026689,2.5154578199026765,0.0,0.0,0.27593956078048587,0.013027758591715377,0.006339406163397271
2015-02-02,17.354412611947375,11.47939589866873,4.738107717136932,5.400425188788079,0.0,0.6920222265585927,0.022439875628351424,0.013979124749955354
2015-02-03,18.698640345437838,14.87257565196652,2.8067509092620284,0.0,0.0,0.5711771430761675,0.022876755453161993,0.013751893612632855
2015-02-04,12.6003014703862,5.172305885224784,1.1541160564053614,0.0,0.0,0.9702986959005547,0.02941700030489254,0.0060527149480500385
2015-02-05,15.94579501244149,5.113684095844814,3.25907969956794,0.0,0.0,0.9074917386047389,0.025230818843219937,0.009645029830990802
2015-02-06,9.490325781572682,10.638916857176925,1.9425244150631702,0.0,0.0,0.9181188183328195,0.010573382102400202,0.013314507842990264
2015-02-07,18.300850003942838,13.280116229006003,1.8373520120594686,0.0,0.0,0.19098298767859245,0.01060613264390089,0.006076304260948203
2015-02-08,9.297353330148379,6.462160885410713,2.2636849161447565,0.0,0.0,0.4037649133242388,0.023304582521949575,0.005845784424206178
2015-02-09,15.187547206146123,7.144745142295585,3.827900559653574,0.0,0.0,0.2470042450712523,0.018391695725887856,0.007368434619214088
2015-02-10,19.437317505104076,10.756841890845738,1.0368559554756218,0.0,0.0,0.038900172329005445,0.02211428735654908,0.011318172785271273
2015-02-11,19.130598461756716,11.338562009360645,1.5485168205475484,0.0,0.0,0.656638153416061,0.010850401810366037,0.006995360280716426
2015-02-12,15.266430238995609,14.677372717270641,3.0835296332031525,0.0,0.0,0.07154519144266525,0.01212343927942369,0.009911153054542784
2015-02-13,5.154088285482178,12.220375370340282,1.455770867507029,0.0,0.0,0.679802587471039,0.01916378079205488,0.014513299819680723
2015-02-14,11.036822291809797,5.075789848745485,4.409202873100005,4.997026383428603,0.0,0.22924787156806659,0.025490398529962273,0.006354328626625803
2015-02-15,11.133266113785801,8.40446484952405,2.086335622857402,9.121426784463333,0.0,0.5260643089827485,0.012875119405162012,0.01496301400019346
2015-02-16,16.876782098678856,11.340119546112463,3.183107379801275,19.816180223392664,0.0,0.26222842847608396,0.012840674127068494,0.01255864786828119
2015-02-17,9.605503621988433,7.154528856583225,4.448631409314924,17.79162101782271,0.0,0.4802092945434828,0.020917631439151062,0.013331705228526065
2015-02-18,5.540450089832073,14.003435630396867,1.0192006641595035,0.0,0.0,0.44679359443958766,0.02222732983650847,0.0116940796196076
2015-02-19,6.477044041929064,10.154414295669984,3.808854385196973,0.0,0.0,0.5933571854469154,0.01741433203604627,0.006909193165701441
